124 481
48 65 41
92 121 13
58 83 3
31 100 27
98 120 74
115 8 82
53 96 41
42 81 86
94 42 9
110 48 8
107 96 43
121 46 44
41 43 34
78 63 86
27 92 95
55 98 7
80 92 43
16 94 80
92 79 20
124 77 33
103 93 95
124 88 42
35 90 7
70 33 22
31 124 73
30 118 61
41 63 20
28 122 21
39 21 30
70 35 77
53 10 90
79 94 28
13 70 74
122 31 63
120 27 84
63 42 16
64 12 24
8 105 5
40 57 98
11 9 90
33 48 75
70 21 34
121 57 80
61 63 82
27 5 54
74 4 68
40 54 47
37 111 63
122 68 62
93 58 71
57 91 95
109 104 39
83 37 41
79 8 100
100 79 24
45 60 18
98 75 42
33 119 9
32 26 31
115 99 51
100 60 37
121 90 91
115 37 94
112 64 4
19 92 16
10 112 36
96 106 77
12 100 82
101 57 69
107 30 64
123 69 55
82 92 3
37 27 64
97 76 43
102 29 64
95 52 12
114 46 1
48 13 41
16 23 14
47 68 45
28 34 29
23 44 20
87 58 27
51 124 45
117 44 47
118 101 88
107 87 91
11 28 84
102 107 25
116 119 1
27 107 55
93 120 27
104 13 90
121 2 76
104 103 29
24 36 16
65 71 9
48 10 40
27 43 39
78 58 64
78 49 6
113 117 25
88 64 52
5 20 52
62 71 3
73 47 19
101 76 73
34 16 76
60 30 94
78 103 89
24 14 90
91 120 79
97 41 2
31 113 34
123 98 63
96 104 35
50 70 51
19 7 61
111 29 8
59 77 35
109 59 97
87 62 1
21 120 98
76 96 15
93 70 25
51 99 1
91 87 22
19 65 7
83 88 81
80 59 65
1 37 41
25 50 32
12 99 71
77 58 2
108 76 73
45 81 66
53 124 41
50 12 96
9 96 14
2 40 67
72 64 28
76 123 28
112 96 25
87 30 53
69 86 50
87 70 98
119 2 50
26 62 33
64 99 97
63 12 80
83 121 6
31 77 56
94 32 45
