149 486
91 25 63
13 16 12
46 115 7
94 47 42
3 111 75
147 146 56
67 97 11
27 58 33
146 58 83
132 43 83
136 83 17
77 14 78
42 143 100
134 68 38
129 140 97
68 32 99
61 76 79
39 149 4
100 62 57
119 116 60
4 59 67
116 139 29
100 95 81
122 28 93
12 16 20
110 26 83
96 83 49
54 29 83
139 85 40
101 55 91
79 140 62
141 115 94
52 85 88
130 34 44
102 72 8
53 89 54
49 89 34
3 138 83
66 56 14
50 78 20
92 62 1
78 80 38
85 78 70
119 28 63
93 66 20
17 138 45
116 105 12
83 31 64
139 20 9
144 96 30
130 65 54
112 139 87
75 11 27
53 78 21
49 148 17
134 91 87
146 137 60
40 105 97
27 82 83
58 29 56
134 74 49
16 70 71
130 132 76
63 42 59
129 132 33
44 81 22
134 58 58
129 83 42
54 113 35
65 60 84
71 36 48
103 115 31
90 125 18
109 3 35
121 142 59
81 116 11
102 75 26
24 25 23
19 61 81
69 53 89
61 114 76
117 123 6
130 86 85
15 123 7
136 34 64
30 17 29
111 121 87
35 101 9
98 62 7
57 148 96
24 91 27
24 146 61
12 82 49
35 55 69
144 145 15
51 127 4
24 74 41
145 18 37
12 48 92
19 63 27
129 11 7
92 96 91
22 12 100
67 69 36
113 57 63
17 121 80
9 93 66
116 108 16
93 135 73
149 68 100
149 80 65
15 148 40
134 42 81
62 71 37
73 76 22
70 41 13
146 9 8
108 79 42
85 110 100
126 57 8
1 46 17
132 130 48
90 81 86
148 97 83
133 78 82
137 2 37
25 47 97
20 106 37
50 149 28
34 32 96
107 70 26
20 2 92
127 137 11
94 111 18
140 116 42
38 12 58
86 100 10
76 137 11
109 8 89
77 136 5
75 113 4
82 5 18
73 101 46
86 80 59
130 44 46
38 73 10
89 58 93
113 122 15
55 67 6
102 79 84
87 148 56
109 34 74
86 71 77
57 114 89
112 58 64
35 39 64
129 89 28
24 50 78
90 111 81
30 23 48
134 141 59
119 23 31
140 83 98
148 117 15
101 88 71
75 70 28
107 7 95
136 51 88
139 93 39
87 62 57
134 1 11
33 121 28
123 92 80
101 84 73
65 3 10
67 113 36
64 137 23
89 5 63
135 89 11
21 119 18
111 102 35
27 54 67
100 66 99
136 86 90
128 74 30
3 50 29
84 131 85
73 138 67
56 44 19
132 99 45
78 87 11
86 69 39
60 149 60
78 76 1
44 39 98
8 93 3
101 43 45
64 116 62
61 111 94
135 102 61
38 128 66
133 32 81
12 38 84
108 60 27
121 62 14
37 121 76
67 26 13
92 138 50
15 65 94
25 34 98
67 134 49
45 71 17
78 14 21
55 65 48
123 96 40
112 130 83
65 38 97
86 40 92
105 94 33
115 78 85
70 30 77
41 79 67
86 45 45
11 14 10
118 129 47
35 103 24
47 64 11
2 119 6
110 77 28
72 48 75
63 1 99
8 69 36
136 39 98
95 103 84
116 137 13
109 145 61
84 3 19
21 49 33
98 129 92
120 53 49
4 137 34
118 117 68
100 125 8
81 30 96
105 10 34
71 31 14
115 42 13
94 39 62
66 70 59
143 102 69
77 40 12
87 40 71
131 144 4
5 118 20
131 136 9
71 68 26
3 110 24
103 54 70
62 83 61
137 11 33
110 35 30
139 57 88
24 140 49
94 69 94
59 23 13
