115 489
67 45 66
2 54 83
94 30 63
67 37 98
38 69 73
67 38 35
90 56 48
70 109 50
31 56 96
23 63 58
28 45 63
45 23 25
114 106 76
56 8 10
75 56 51
55 41 4
1 15 89
112 64 33
79 27 92
109 39 77
8 55 55
49 43 29
28 114 27
5 92 70
45 27 18
12 85 86
100 16 10
13 22 25
102 52 24
56 97 95
64 45 58
51 61 63
85 70 55
79 49 17
54 66 43
13 47 72
97 77 27
53 106 45
43 89 75
96 13 71
2 44 19
23 113 4
67 39 97
48 76 23
44 47 4
12 89 74
6 55 25
56 104 89
40 25 34
51 64 59
101 32 40
82 19 47
9 112 60
64 112 93
22 80 53
114 17 69
109 17 26
75 47 45
56 80 90
70 54 49
76 83 16
4 67 22
98 107 84
1 25 60
77 75 8
46 17 25
109 114 70
57 46 47
40 87 98
45 52 32
59 12 56
76 18 8
18 81 30
7 51 70
40 115 35
80 3 59
86 87 43
50 49 25
70 93 36
56 51 31
103 63 90
10 100 71
86 6 100
8 56 98
6 57 70
13 71 100
47 14 47
19 64 57
9 81 72
49 34 36
75 50 59
75 44 34
32 24 56
46 100 72
70 46 81
47 58 89
106 4 97
80 64 51
30 45 44
35 9 13
72 106 67
75 76 89
90 46 45
49 9 91
73 82 27
3 53 16
2 1 28
112 54 79
76 14 10
21 115 38
66 105 50
45 2 21
19 80 14
85 110 48
13 107 62
91 100 25
86 108 92
50 16 94
66 37 49
21 8 42
58 68 56
5 26 95
19 23 19
33 85 100
39 13 82
93 22 75
38 106 32
75 77 21
51 61 6
6 9 86
1 58 96
36 29 75
25 51 29
93 54 54
3 91 15
30 45 16
43 27 34
11 31 76
41 11 25
95 107 86
7 9 3
18 84 25
16 25 45
38 94 17
104 101 49
101 84 35
50 97 18
48 87 97
88 34 10
100 18 11
5 33 88
2 60 63
69 19 33
112 61 67
60 114 74
77 104 10
10 91 78
89 16 57
69 1 91
107 75 52
85 64 21
98 78 1
105 30 7
93 96 5
