142 480
124 75 95
103 49 17
142 70 18
93 80 87
52 102 39
127 6 44
45 41 15
93 61 64
41 49 50
106 79 97
98 18 21
117 33 25
59 16 36
80 128 60
116 121 35
65 77 72
103 88 75
42 126 34
57 6 87
100 135 28
76 84 48
102 57 48
136 90 57
5 50 36
102 49 53
37 126 17
100 2 38
16 114 17
36 135 50
28 117 19
16 53 7
76 46 57
92 20 9
2 71 62
36 135 77
64 45 3
116 79 19
74 101 99
141 93 66
83 48 60
86 120 27
141 7 35
122 138 94
101 8 15
117 35 66
94 49 96
32 85 45
129 10 76
120 87 67
59 62 21
72 133 27
19 107 15
23 26 93
100 131 16
18 99 33
29 114 66
103 47 64
89 117 70
38 104 95
106 9 19
108 100 41
65 23 82
9 38 20
131 58 33
24 87 31
36 121 2
99 95 4
23 131 7
122 78 71
97 116 43
87 63 70
95 115 23
105 77 84
17 104 20
86 32 57
115 120 69
17 11 66
71 91 12
129 47 3
12 129 77
80 109 22
115 80 90
15 111 25
121 84 100
32 43 29
33 47 42
52 20 57
129 98 26
44 8 60
62 86 87
103 113 18
65 84 28
20 77 30
122 126 78
142 101 98
43 63 78
37 86 41
97 92 49
30 39 72
142 55 58
71 11 5
133 113 95
18 17 93
104 68 3
11 54 37
3 104 48
3 105 13
129 72 18
23 132 42
30 55 34
121 64 19
53 12 62
133 28 20
41 128 26
26 35 16
135 25 24
37 123 98
79 98 18
117 105 78
97 20 19
82 65 61
60 105 47
61 71 97
48 8 56
7 26 38
87 16 96
80 55 50
118 139 37
117 88 48
113 119 25
5 90 56
2 7 7
126 110 29
137 138 60
105 142 37
113 15 62
7 2 49
11 31 26
91 5 56
99 82 9
107 90 14
120 32 52
119 72 91
88 5 41
121 32 29
131 34 64
94 67 98
70 117 13
114 103 43
103 118 45
32 21 66
126 98 59
35 52 26
39 35 51
54 124 3
44 103 35
46 9 54
100 79 66
45 20 24
60 121 36
51 132 78
89 123 79
11 7 54
38 22 1
122 119 42
11 60 75
129 124 32
89 45 52
120 14 16
18 128 30
5 100 87
28 40 91
98 66 89
120 71 34
74 38 75
116 141 35
17 103 35
120 31 55
108 81 74
2 24 36
106 98 21
19 31 61
141 54 62
30 7 68
24 131 21
53 72 29
100 46 13
23 17 58
116 52 74
73 43 55
56 7 30
104 125 85
125 47 48
21 92 23
89 46 96
52 142 17
113 99 18
89 90 13
90 89 35
113 43 95
32 42 92
91 3 98
109 83 92
72 88 73
27 124 46
119 45 72
37 24 18
54 30 60
50 117 62
41 104 3
19 68 77
48 90 33
42 104 27
73 101 18
142 11 79
44 59 53
2 43 30
31 110 25
75 48 23
76 52 33
121 23 55
40 66 16
104 37 89
54 72 98
125 57 83
20 48 72
46 134 38
72 61 51
65 94 43
117 55 38
131 71 25
97 103 5
113 92 95
137 47 20
30 32 87
27 3 7
87 37 80
101 58 42
136 30 19
91 22 47
121 102 87
123 122 66
17 107 84
89 58 78
57 133 69
40 55 29
3 97 77
16 91 36
56 35 59
35 139 82
105 71 50
74 94 63
13 25 11
123 66 26
39 49 55
89 81 75
52 63 63
23 37 3
57 24 45
77 4 77
111 64 16
82 108 91
5 68 92
95 111 43
102 33 79
84 55 39
65 26 100
9 91 57
138 115 86
141 83 23
51 81 73
118 73 16
46 62 26
9 65 68
127 131 19
133 55 54
66 39 63
97 75 27
6 26 31
56 31 61
64 106 16
115 73 95
40 88 25
21 2 60
70 18 48
127 32 17
31 20 75
59 136 98
112 83 64
24 13 9
7 101 81
142 87 45
71 116 53
91 107 23
32 12 35
60 75 91
135 75 42
85 86 67
42 68 53
