109 492
86 7 9
46 88 25
25 90 56
55 63 74
95 19 45
91 43 70
82 103 79
52 17 55
83 38 85
15 31 32
53 15 81
46 76 10
9 14 75
104 35 59
51 73 56
19 92 50
66 81 29
17 72 89
60 11 48
64 61 57
5 75 22
106 10 99
73 1 77
95 17 97
17 82 93
35 26 24
93 4 3
53 72 89
96 32 72
15 66 12
64 88 43
13 59 79
39 61 77
91 73 65
104 54 85
109 100 93
10 21 63
78 65 25
9 60 33
23 28 78
65 80 43
98 24 12
74 83 3
51 9 8
23 60 48
49 59 9
59 44 54
4 41 2
99 72 67
85 76 89
52 97 10
17 32 16
40 29 46
74 12 82
66 36 20
42 41 49
109 13 47
17 109 64
85 13 23
62 99 9
48 77 10
30 49 88
59 27 100
104 74 9
47 15 81
53 15 84
18 46 100
30 58 20
101 35 92
94 60 34
105 31 33
103 4 23
8 47 23
45 55 70
49 23 50
77 3 6
65 59 50
101 94 15
1 44 96
63 67 73
32 15 18
86 83 60
89 50 94
59 55 41
81 62 2
89 41 45
22 74 6
46 13 32
34 30 26
13 63 25
9 99 71
41 73 29
52 64 79
7 99 78
109 80 100
9 37 7
54 95 96
95 30 2
109 41 10
94 39 91
85 1 30
5 63 28
59 81 61
12 101 15
1 14 96
48 2 73
47 55 98
80 71 86
101 39 16
19 38 36
88 97 86
81 63 87
101 95 96
49 8 24
109 8 79
11 41 55
90 34 85
38 37 59
53 105 71
74 99 53
73 59 30
55 42 43
80 69 36
86 49 61
51 100 79
78 64 27
21 1 12
45 17 42
15 5 66
72 19 45
13 66 39
36 20 98
85 24 32
100 91 20
8 20 37
18 38 72
81 87 3
44 25 68
27 16 53
65 101 23
67 46 89
109 53 81
40 68 66
11 38 17
34 1 70
47 66 70
61 91 13
107 89 1
93 88 34
36 10 85
26 71 7
79 88 42
55 51 6
103 94 49
37 56 76
9 88 38
11 87 3
72 21 85
106 50 46
26 5 79
107 73 16
70 64 84
45 92 35
32 47 21
33 109 57
60 107 44
5 27 68
98 100 38
78 101 2
29 74 23
38 75 44
49 98 65
95 74 25
81 44 22
28 21 3
86 97 87
11 61 98
24 23 40
14 47 62
29 57 46
19 51 67
85 82 57
98 53 75
61 55 54
97 14 26
54 14 60
30 34 42
17 59 15
58 49 46
42 66 30
49 105 63
4 87 56
50 73 79
19 49 17
102 59 86
104 34 4
44 97 33
104 64 32
26 100 42
63 73 63
61 62 70
105 93 54
69 34 12
78 30 85
14 63 19
72 41 44
7 72 41
71 66 79
