143 495
138 104 97
88 76 14
67 124 47
80 92 96
78 110 71
33 36 74
56 131 20
74 46 29
3 71 48
58 62 95
85 97 93
35 128 96
12 93 21
29 123 21
125 9 12
57 113 74
8 26 53
49 33 31
52 70 77
112 16 35
135 44 80
69 89 58
90 99 57
22 6 90
11 29 9
75 23 65
83 94 22
23 75 61
13 58 9
136 14 34
31 52 11
136 29 32
94 82 3
127 42 78
143 72 35
37 79 48
123 120 83
91 44 58
125 112 1
107 67 41
130 31 75
112 8 17
104 83 25
17 141 69
99 36 30
20 6 2
11 135 31
81 18 96
132 6 15
123 5 3
31 81 51
55 60 32
64 130 73
6 62 98
80 129 89
54 38 1
22 25 67
5 113 50
95 78 100
1 65 59
89 67 1
32 108 9
115 21 40
22 37 59
125 61 39
14 39 64
85 1 87
15 80 64
132 53 95
71 109 37
31 21 14
86 126 83
118 84 98
33 31 57
126 95 22
64 98 97
132 109 31
140 25 51
124 70 50
29 110 54
39 127 50
94 124 93
47 8 88
98 23 48
17 112 5
106 75 75
86 75 9
63 131 10
71 6 29
4 119 75
113 132 85
40 86 60
99 79 89
47 67 30
36 31 76
9 23 17
75 2 94
131 35 16
76 121 63
88 47 61
57 134 68
119 1 72
98 73 35
84 4 14
69 126 60
112 27 6
40 34 45
100 56 60
42 98 59
9 30 42
55 96 93
23 143 69
33 65 85
97 135 1
122 24 38
68 104 45
107 77 93
63 4 13
49 103 62
43 38 7
49 103 71
138 123 26
52 138 61
18 37 15
132 92 35
96 71 32
92 78 42
13 122 94
34 99 42
21 127 28
48 88 21
139 3 35
90 39 94
108 98 56
131 51 94
107 18 2
81 54 26
79 60 8
81 102 84
92 104 63
72 31 84
45 33 60
7 121 27
135 9 38
25 98 36
126 74 60
107 40 44
17 100 7
46 14 33
7 127 43
80 50 28
11 132 53
90 133 7
59 34 14
57 56 21
63 83 31
122 11 86
125 62 87
74 92 73
84 50 12
76 53 12
143 135 43
2 75 91
119 61 62
31 12 30
28 48 63
29 24 83
59 82 35
79 28 65
73 111 96
64 132 84
15 34 54
52 91 83
19 32 35
32 57 24
81 121 61
138 95 39
78 97 61
92 123 58
120 115 35
141 83 52
70 38 96
137 5 42
46 65 51
44 86 66
13 38 81
26 28 78
86 36 11
91 3 62
127 95 36
92 96 76
62 31 94
23 143 13
64 117 27
49 104 100
2 22 88
25 29 39
122 71 94
57 10 17
124 37 94
88 96 18
124 95 72
116 87 36
72 133 90
44 108 62
52 62 47
39 119 53
39 17 14
113 25 46
22 4 40
129 59 27
100 104 67
56 139 9
10 23 89
16 59 80
93 71 23
122 61 45
12 63 47
11 66 93
51 29 55
103 143 54
21 136 93
69 91 22
8 110 92
61 111 94
71 3 97
38 22 57
72 102 97
121 41 71
135 137 24
143 126 37
39 31 38
119 86 58
91 114 68
48 134 97
57 42 76
56 6 14
65 52 32
121 26 60
14 32 73
131 86 36
131 104 72
57 24 36
32 70 45
39 8 26
51 114 4
130 88 78
5 45 81
12 69 94
115 125 44
36 69 9
114 47 63
21 17 81
70 94 97
115 42 27
122 61 26
29 43 18
45 39 47
131 123 80
73 107 56
111 44 33
21 7 45
78 39 63
42 102 97
8 97 66
119 74 65
32 31 63
120 16 14
99 116 48
134 55 93
99 45 6
37 91 61
49 37 26
72 102 46
74 19 41
80 86 55
110 84 31
81 5 80
18 121 73
32 37 87
77 26 55
92 19 33
55 140 46
4 33 48
66 58 62
138 70 60
136 51 54
5 110 57
99 64 33
79 90 77
52 80 7
87 129 31
