113 471
8 2 7
100 3 53
5 54 74
112 74 31
6 24 29
74 21 31
108 94 44
2 35 27
1 35 39
42 93 82
108 63 65
6 37 74
68 77 53
12 99 11
35 44 3
65 38 27
59 51 44
11 47 81
51 79 75
52 112 26
49 16 1
85 12 59
107 62 81
76 54 97
15 95 15
33 25 92
20 76 64
44 77 9
108 59 45
42 89 89
31 4 3
94 61 3
57 40 4
89 68 7
57 48 26
47 29 77
109 92 74
72 64 98
11 63 75
31 2 69
113 43 95
1 13 95
31 56 58
96 88 51
103 69 12
103 14 76
102 30 61
50 74 73
16 37 84
24 54 25
22 108 12
97 82 54
66 80 12
45 96 74
75 26 17
107 49 87
89 6 36
61 58 65
31 109 47
87 53 70
7 41 100
61 41 35
25 106 100
66 27 10
89 65 99
20 61 10
64 30 31
38 46 32
29 40 3
18 56 80
41 74 20
39 12 6
61 35 76
10 72 98
90 58 46
108 35 46
95 88 100
31 7 3
87 85 21
37 75 63
15 39 81
103 18 36
16 112 68
67 44 21
49 108 96
43 96 44
59 32 42
13 56 87
81 44 18
12 37 96
60 2 5
3 91 29
45 8 91
66 74 89
97 82 71
65 37 15
34 75 9
106 85 40
22 16 31
33 90 16
44 40 65
52 82 72
87 109 77
78 68 81
89 83 98
51 9 90
64 109 49
96 11 81
48 57 97
75 47 43
108 50 70
76 31 53
45 58 50
95 60 90
25 17 17
85 4 21
2 49 49
81 17 73
53 70 79
27 58 17
6 2 60
98 68 86
48 107 93
15 89 13
3 58 98
42 96 17
58 5 93
29 62 21
